,best_match_score,ID,client,Record,ipAddress,hostname,alias_list,address_list,content-length,url,User-Agent,HTTPMethods,HTTPVersion,datetime
407396,0.3603863489403832,5519,67.229.172.90,24676.0,67.229.172.90,67.229.172.90.static.krypt.com,['67.229.172.90'],,178.0,-,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:05:36:38+0330]
180404,0.3560324388978577,2435,81.28.35.90,1015374.0,81.28.35.90,81.28.35.90,[Errno 1] Unknown host,,31051.0,https://www.google.com/,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:14:18:13+0330]
216705,0.35572226372419136,2941,142.93.144.69,87109.0,142.93.144.69,142.93.144.69,[Errno 1] Unknown host,,3710.0,-,Dalvik/2.1.0 ,GET ,HTTP/1.1,[22/Jan/2019:07:50:33+0330]
287203,0.3544460180529035,3889,212.33.223.42,917921.0,212.33.223.42,212.33.223.42,[Errno 1] Unknown host,,5829.0,https://www.google.com/,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:13:41:15+0330]
18653,0.3534164270808075,287,93.110.216.16,901334.0,93.110.216.16,93.110.216.16,[Errno 1] Unknown host,,38434.0,http://www.asire20.ir/,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:13:34:35+0330]
46228,0.35332379767325495,687,51.75.145.96,899351.0,51.75.145.96,coruscant.unix.io,['51.75.145.96'],,5852.0,-,Dalvik/2.1.0 ,GET ,HTTP/1.1,[22/Jan/2019:13:33:57+0330]
310193,0.350159990265854,4207,212.33.216.201,890375.0,212.33.216.201,212.33.216.201,[Errno 1] Unknown host,,133.0,https://www-zanbil-ir.cdn.ampproject.org/v/s/www.zanbil.ir/m/product/29244/,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:13:30:28+0330]
377726,0.3499206324476734,5133,173.230.141.83,511997.0,173.230.141.83,li181-83.members.linode.com,['173.230.141.83'],,30110.0,https://emalls.ir/Redirect.aspx?i=10201,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:11:10:44+0330]
98047,0.3491157087496189,1368,106.132.122.164,329910.0,106.132.122.164,kd106132122164.au-net.ne.jp,['106.132.122.164'],,0.0,https://search.yahoo.co.jp/,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:10:00:46+0330]
418312,0.3488715891275754,5670,196.195.253.132,728323.0,196.195.253.132,196.195.253.132,[Errno 1] Unknown host,,2489.0,https://torob.com/p/a0c63abc-b6ab-4f7d-9bd6-e6d901c341ed/,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:12:31:02+0330]
362447,0.3469350855136302,4918,159.65.45.244,4962.0,159.65.45.244,159.65.45.244,[Errno 1] Unknown host,,3975.0,-,Dalvik/2.1.0 ,GET ,HTTP/1.1,[22/Jan/2019:04:15:47+0330]
145257,0.3466849280228062,1989,107.167.106.63,905786.0,107.167.106.63,a07-08-06.opera-mini.net,['107.167.106.63'],,0.0,https://emalls.ir/,Opera/9.80 ,GET ,HTTP/1.1,[22/Jan/2019:13:36:38+0330]
193393,0.3463221752318488,2567,220.181.108.180,15695.0,220.181.108.180,baiduspider-220-181-108-180.crawl.baidu.com,['220.181.108.180'],,0.0,-,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:04:59:37+0330]
76205,0.3459072616775618,1069,89.196.17.231,788731.0,89.196.17.231,89.196.17.231,[Errno 1] Unknown host,,3975.0,-,Dalvik/2.1.0 ,GET ,HTTP/1.1,[22/Jan/2019:12:52:05+0330]
395528,0.3455294851089714,5357,92.223.105.184,319355.0,92.223.105.184,lu3.zeropointer.net,['92.223.105.184'],,133.0,https://www-zanbil-ir.cdn.ampproject.org/v/s/www.zanbil.ir/m/product/31011/,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:09:56:04+0330]
339216,0.3454430044632811,4573,109.125.171.231,96512.0,109.125.171.231,109.125.171.231,[Errno 1] Unknown host,,12390.0,-,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:07:58:12+0330]
134659,0.3444642898460686,1840,130.193.231.98,711925.0,130.193.231.98,130.193.231.98,[Errno 1] Unknown host,,12337.0,https://www.google.com/,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:12:24:49+0330]
325769,0.3443903704894483,4414,51.38.43.97,119583.0,51.38.43.97,ns366714.ip-51-38-43.eu,['51.38.43.97'],,3975.0,-,Dalvik/2.1.0 ,GET ,HTTP/1.1,[22/Jan/2019:08:16:03+0330]
168243,0.3439225341157796,2279,113.203.60.76,811622.0,113.203.60.76,113.203.60.76,[Errno 1] Unknown host,,0.0,-,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:13:00:24+0330]
271744,0.34354021437455,3672,123.125.71.88,689840.0,123.125.71.88,baiduspider-123-125-71-88.crawl.baidu.com,['123.125.71.88'],,223109.0,-,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:12:15:55+0330]
176732,0.3412541567100131,2378,104.248.138.192,18160.0,104.248.138.192,104.248.138.192,[Errno 1] Unknown host,,20127.0,https://www-zanbil-ir.cdn.ampproject.org/,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:05:09:04+0330]
278453,0.34117862725058296,3781,145.239.7.73,114029.0,145.239.7.73,ns3083388.ip-145-239-7.eu,['145.239.7.73'],,133.0,https://www-zanbil-ir.cdn.ampproject.org/v/s/www.zanbil.ir/m?amp_js_v=a2&amp_gsa=1&usqp=mq331AQCCAE,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:08:11:42+0330]
37919,0.34113202809002346,559,195.181.29.42,680954.0,195.181.29.42,195.181.29.42,[Errno 1] Unknown host,,133.0,https://www-zanbil-ir.cdn.ampproject.org/v/s/www.zanbil.ir/m/product/31689/,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:12:12:31+0330]
141261,0.34003917705921705,1942,83.121.250.67,796292.0,83.121.250.67,83.121.250.67,[Errno 1] Unknown host,,6402.0,-,torob/5 CFNetwork/808.3 Darwin/16.3.0,GET ,HTTP/1.1,[22/Jan/2019:12:54:51+0330]
374243,0.33971795210251954,5086,204.18.22.7,825951.0,204.18.22.7,204.18.22.7,[Errno 1] Unknown host,,5251.0,-,Dalvik/2.1.0 ,GET ,HTTP/1.1,[22/Jan/2019:13:05:41+0330]
201104,0.3392138485994891,2715,10.45.221.83,916556.0,10.45.221.83,10.45.221.83,[Errno 1] Unknown host,,40697.0,http://bazaar.parsijoo.ir/?type=home_bazar&target=service_link,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:13:40:44+0330]
213751,0.33920918694520735,2893,83.120.110.108,183418.0,83.120.110.108,83.120.110.108,[Errno 1] Unknown host,,2450.0,-,Dalvik/2.1.0 ,GET ,HTTP/1.1,[22/Jan/2019:08:55:23+0330]
273346,0.339120593793745,3698,192.119.164.64,1015389.0,192.119.164.64,192.119.164.64,[Errno 1] Unknown host,,17442.0,-,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:14:18:14+0330]
226681,0.3388463243431916,3063,51.38.82.203,225874.0,51.38.82.203,vps-00578c18.vps.ovh.net,['51.38.82.203'],,3975.0,-,Dalvik/2.1.0 ,GET ,HTTP/1.1,[22/Jan/2019:09:15:14+0330]
419032,0.33876681320950464,5685,49.50.107.221,938859.0,49.50.107.221,equ221.equivalantsolutions.com,['49.50.107.221'],,42626.0,https://www.zanbil.ir/RSS/products/5,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:13:49:18+0330]
390224,0.33872265839956184,5301,151.243.193.128,241239.0,151.243.193.128,151-243-193-128.shatel.ir,['151.243.193.128'],,31379.0,https://www.google.com/,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:09:23:14+0330]
5891,0.3386413624217573,83,86.55.4.105,19874.0,86.55.4.105,86.55.4.105,[Errno 1] Unknown host,,133.0,https://www-zanbil-ir.cdn.ampproject.org/v/s/www.zanbil.ir/m/product/31859/,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:05:18:17+0330]
261554,0.3386105191005096,3545,220.181.108.85,762469.0,220.181.108.85,baiduspider-220-181-108-85.crawl.baidu.com,['220.181.108.85'],,167701.0,-,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:12:42:32+0330]
235781,0.33860842701546384,3177,83.121.161.139,662831.0,83.121.161.139,83.121.161.139,[Errno 1] Unknown host,,20872.0,-,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:12:05:52+0330]
14086,0.3384270671843966,204,89.41.23.250,511055.0,89.41.23.250,89.41.23.250,[Errno 1] Unknown host,,4401.0,https://torob.com/p/9e6b7ff2-2bba-4f4d-923a-c53bc5ed2c87/,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:11:10:27+0330]
194487,0.33790223986769746,2596,89.199.155.197,850605.0,89.199.155.197,89.199.155.197,[Errno 1] Unknown host,,3975.0,-,Dalvik/1.6.0 ,GET ,HTTP/1.1,[22/Jan/2019:13:15:21+0330]
39954,0.3377103359596078,595,37.156.153.53,461929.0,37.156.153.53,37.156.153.53,[Errno 1] Unknown host,,133.0,https://www-zanbil-ir.cdn.ampproject.org/v/s/www.zanbil.ir/m/browse/rice-cooker/,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:10:52:21+0330]
110422,0.3376989564345602,1538,158.58.96.143,6363.0,158.58.96.143,158.58.96.143,[Errno 1] Unknown host,,3975.0,-,Dalvik/2.1.0 ,GET ,HTTP/1.1,[22/Jan/2019:04:21:56+0330]
374230,0.33685337374850494,5084,51.38.124.156,255257.0,51.38.124.156,vps-97147ba3.vps.ovh.net,['51.38.124.156'],,3997.0,-,Dalvik/1.6.0 ,GET ,HTTP/1.1,[22/Jan/2019:09:29:18+0330]
3570,0.33676335911917155,52,93.110.116.179,564985.0,93.110.116.179,93.110.116.179,[Errno 1] Unknown host,,38434.0,http://www.asire20.ir/,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:11:30:10+0330]
289389,0.33668569547292837,3913,37.148.97.150,645475.0,37.148.97.150,37-148-97-150.shatel.ir,['37.148.97.150'],,133.0,https://www-zanbil-ir.cdn.ampproject.org/v/s/www.zanbil.ir/m/browse/kitchen-sink/,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:11:58:33+0330]
101592,0.3363294251258037,1412,37.148.111.14,735257.0,37.148.111.14,37-148-111-14.shatel.ir,['37.148.111.14'],,133.0,https://www-zanbil-ir.cdn.ampproject.org/v/s/www.zanbil.ir/m/article/616/,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:12:33:27+0330]
357773,0.336179605737357,4846,204.18.135.242,878426.0,204.18.135.242,204.18.135.242,[Errno 1] Unknown host,,133.0,https://www-zanbil-ir.cdn.ampproject.org/v/s/www.zanbil.ir/m/article/148/,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:13:25:43+0330]
100412,0.33586373366055605,1401,83.120.56.29,1027242.0,83.120.56.29,83.120.56.29,[Errno 1] Unknown host,,133.0,https://www-zanbil-ir.cdn.ampproject.org/v/s/www.zanbil.ir/m/product/26555/,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:14:22:42+0330]
102005,0.3355306040698141,1425,85.133.203.148,191823.0,85.133.203.148,85.133.203.148,[Errno 1] Unknown host,,4120.0,https://www.zanbil.ir/browse/dishwashing-valve/,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:08:59:11+0330]
57206,0.3354726298514172,818,173.252.127.8,366476.0,173.252.127.8,fwdproxy-frc-008.fbsv.net,['173.252.127.8'],,4177.0,-,-,GET ,HTTP/1.1,[22/Jan/2019:10:15:29+0330]
439413,0.3354337289495814,5965,46.51.6.73,496573.0,46.51.6.73,46.51.6.73,[Errno 1] Unknown host,,6406.0,-,com.google.GoogleMobile/65.0.0 iPhone/12.0 hw/iPhone9_2,GET ,HTTP/1.1,[22/Jan/2019:11:05:00+0330]
21564,0.33540288997530865,326,95.38.171.52,685019.0,95.38.171.52,95.38.171.52,[Errno 1] Unknown host,,34835.0,https://www.google.com/,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:12:13:55+0330]
50064,0.3349768116088231,729,54.36.148.45,18435.0,54.36.148.45,ip-54-36-148-45.a.ahrefs.com,['54.36.148.45'],,35188.0,-,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:05:10:15+0330]
384930,0.3348949692285922,5232,92.50.28.250,221675.0,92.50.28.250,92.50.28.250,[Errno 1] Unknown host,,55531.0,https://www.zanbil.ir/browse/perfume/,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:09:12:58+0330]
357257,0.33484756952216527,4833,213.195.57.53,400929.0,213.195.57.53,213.195.57.53,[Errno 1] Unknown host,,19007.0,https://www.zanbil.ir/m/browse/wristwatch/,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:10:28:20+0330]
232502,0.33442652809976386,3145,93.115.227.242,158664.0,93.115.227.242,93.115.227.242,[Errno 1] Unknown host,,29742.0,https://www.google.com/,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:08:41:27+0330]
96460,0.33417520091087044,1353,93.110.195.47,60432.0,93.110.195.47,93.110.195.47,[Errno 1] Unknown host,,5969.0,-,Dalvik/2.1.0 ,GET ,HTTP/1.1,[22/Jan/2019:07:21:01+0330]
124944,0.33362576776393255,1727,83.120.248.148,749287.0,83.120.248.148,83.120.248.148,[Errno 1] Unknown host,,19413.0,http://www.google.com/,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:12:38:11+0330]
49419,0.3335408513022458,722,192.119.164.74,360579.0,192.119.164.74,192.119.164.74,[Errno 1] Unknown host,,17169.0,https://www.google.com/,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:10:13:10+0330]
256980,0.3333328671865511,3476,185.47.48.140,815129.0,185.47.48.140,185.47.48.140,[Errno 1] Unknown host,,38434.0,http://www.asire20.ir/,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:13:01:30+0330]
221069,0.3332700162935888,2997,37.255.4.70,950228.0,37.255.4.70,37.255.4.70,[Errno 1] Unknown host,,20752.0,https://www.google.com/,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:13:53:26+0330]
138683,0.33323906347789306,1907,51.75.65.59,208425.0,51.75.65.59,59.ip-51-75-65.eu,['51.75.65.59'],,10371.0,-,Dalvik/2.1.0 ,GET ,HTTP/1.1,[22/Jan/2019:09:06:50+0330]
297572,0.333098299988258,4040,104.237.139.121,46456.0,104.237.139.121,li836-121.members.linode.com,['104.237.139.121'],,3975.0,-,Dalvik/2.1.0 ,GET ,HTTP/1.1,[22/Jan/2019:06:51:42+0330]
264534,0.3330211490404756,3585,104.173.6.32,360435.0,104.173.6.32,cpe-104-173-6-32.socal.res.rr.com,['104.173.6.32'],,11640.0,-,com.google.GoogleMobile/60.2.0 iPhone/12.1.2 hw/iPhone10_5,GET ,HTTP/1.1,[22/Jan/2019:10:13:06+0330]
126794,0.33296565135553374,1755,185.129.231.250,181452.0,185.129.231.250,185.129.231.250,[Errno 1] Unknown host,,31555.0,https://www.google.com/,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:08:54:21+0330]
410721,0.3329419936293355,5569,94.183.231.131,686099.0,94.183.231.131,94-183-231-131.shatel.ir,['94.183.231.131'],,5969.0,https://torob.com/browse/186/,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:12:14:14+0330]
369173,0.33245877747241775,5015,83.122.41.93,438793.0,83.122.41.93,83.122.41.93,[Errno 1] Unknown host,,18144.0,https://www.zanbil.ir/m/filter/p2597,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:10:42:59+0330]
126076,0.3323759448461596,1741,94.74.152.132,418875.0,94.74.152.132,94.74.152.132,[Errno 1] Unknown host,,4635.0,https://torob.com/browse/377/,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:10:35:47+0330]
87453,0.33232843613568597,1229,83.122.170.230,838962.0,83.122.170.230,83.122.170.230,[Errno 1] Unknown host,,0.0,http://webgardbox.ir/index.php/article/1933236/,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:13:11:04+0330]
406138,0.3322216757597366,5485,94.74.175.108,88955.0,94.74.175.108,94.74.175.108,[Errno 1] Unknown host,,33017.0,https://www.google.com/,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:07:52:09+0330]
89054,0.332207518702892,1253,31.59.75.45,945921.0,31.59.75.45,31-59-75-45.shatel.ir,['31.59.75.45'],,3975.0,-,Dalvik/2.1.0 ,GET ,HTTP/1.1,[22/Jan/2019:13:52:02+0330]
297302,0.33220119752819394,4034,192.15.200.177,913388.0,192.15.200.177,192.15.200.177,[Errno 1] Unknown host,,3975.0,-,Dalvik/2.1.0 ,GET ,HTTP/1.1,[22/Jan/2019:13:39:16+0330]
351569,0.3320544463700512,4759,192.15.180.207,812502.0,192.15.180.207,192.15.180.207,[Errno 1] Unknown host,,3975.0,-,Dalvik/2.1.0 ,GET ,HTTP/1.1,[22/Jan/2019:13:00:33+0330]
407124,0.3319178361333652,5510,86.55.10.244,194922.0,86.55.10.244,86.55.10.244,[Errno 1] Unknown host,,178.0,http://www.angabin.ir/honey-sales.html,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:09:00:42+0330]
224680,0.33189313040367696,3033,83.122.145.225,811928.0,83.122.145.225,83.122.145.225,[Errno 1] Unknown host,,18890.0,https://www.google.com/,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:13:00:28+0330]
103042,0.33189059766143014,1443,89.36.63.1,10338.0,89.36.63.1,89.36.63.1,[Errno 1] Unknown host,,0.0,http://api.torob.com/,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:04:38:16+0330]
332156,0.33186177722662596,4499,83.122.165.251,421424.0,83.122.165.251,83.122.165.251,[Errno 1] Unknown host,,3975.0,-,Dalvik/2.1.0 ,GET ,HTTP/1.1,[22/Jan/2019:10:36:49+0330]
420138,0.3317007383490043,5698,204.18.191.196,85068.0,204.18.191.196,204.18.191.196,[Errno 1] Unknown host,,5852.0,-,Dalvik/2.1.0 ,GET ,HTTP/1.1,[22/Jan/2019:07:48:30+0330]
405760,0.3316323673764115,5478,213.87.144.122,14630.0,213.87.144.122,122.mtsnet.ru,['213.87.144.122'],,3294.0,-,Dalvik/2.1.0 ,GET ,HTTP/1.1,[22/Jan/2019:04:54:28+0330]
362600,0.3316071354545104,4922,89.198.193.18,1369.0,89.198.193.18,89.198.193.18,[Errno 1] Unknown host,,5208.0,-,Dalvik/2.1.0 ,GET ,HTTP/1.1,[22/Jan/2019:04:00:23+0330]
79512,0.3316071158891109,1123,83.123.139.226,54913.0,83.123.139.226,83.123.139.226,[Errno 1] Unknown host,,133.0,"https://www-zanbil-ir.cdn.ampproject.org/v/s/www.zanbil.ir/m/filter/b261,b3,b877,p14?amp_js_v=0.1&usqp=mq331AQECAEoAQ",Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:07:10:05+0330]
357824,0.3315571511229239,4848,37.27.88.243,922415.0,37.27.88.243,37.27.88.243,[Errno 1] Unknown host,,31097.0,-,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:13:42:51+0330]
325468,0.3312337176601739,4411,80.253.156.82,155803.0,80.253.156.82,int0.client.access.fanaptelecom.net,['80.253.156.82'],,0.0,https://znbl.ir/static/bundle-bundle_site_head.css,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:08:39:44+0330]
143612,0.3312265706142602,1969,89.198.33.169,302221.0,89.198.33.169,89.198.33.169,[Errno 1] Unknown host,,3294.0,-,torob/5 CFNetwork/889.9 Darwin/17.2.0,GET ,HTTP/1.1,[22/Jan/2019:09:49:42+0330]
402069,0.33103410197145566,5437,54.36.148.138,3265.0,54.36.148.138,ip-54-36-148-138.a.ahrefs.com,['54.36.148.138'],,32871.0,-,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:04:08:31+0330]
284506,0.33079397309016617,3854,83.121.29.162,560395.0,83.121.29.162,83.121.29.162,[Errno 1] Unknown host,,0.0,-,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:11:28:17+0330]
19388,0.33045672253471253,301,46.224.96.132,374471.0,46.224.96.132,46.224.96.132,[Errno 1] Unknown host,,133.0,https://www-zanbil-ir.cdn.ampproject.org/v/s/www.zanbil.ir/m/filter/b136?amp_js_v=0.1&usqp=mq331AQECAEoAQ,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:10:18:58+0330]
299862,0.33043659603586034,4069,113.203.125.199,635719.0,113.203.125.199,113.203.125.199,[Errno 1] Unknown host,,5852.0,-,Dalvik/2.1.0 ,GET ,HTTP/1.1,[22/Jan/2019:11:54:42+0330]
91794,0.3303628534934276,1295,83.121.1.116,155363.0,83.121.1.116,83.121.1.116,[Errno 1] Unknown host,,3294.0,-,Dalvik/1.6.0 ,GET ,HTTP/1.1,[22/Jan/2019:08:39:28+0330]
200074,0.3302170482624481,2694,79.127.7.137,63382.0,79.127.7.137,79.127.7.137,[Errno 1] Unknown host,,133.0,https://www-zanbil-ir.cdn.ampproject.org/v/s/www.zanbil.ir/m/product/32838/,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:07:25:02+0330]
360608,0.32995644290816256,4898,83.122.106.245,403736.0,83.122.106.245,83.122.106.245,[Errno 1] Unknown host,,4407.0,https://torob.com/browse/303/,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:10:29:33+0330]
119249,0.32981048396140356,1656,83.121.69.211,131438.0,83.121.69.211,83.121.69.211,[Errno 1] Unknown host,,3975.0,-,Dalvik/2.1.0 ,GET ,HTTP/1.1,[22/Jan/2019:08:23:59+0330]
417684,0.3298080861421147,5660,188.229.101.140,785900.0,188.229.101.140,188.229.101.140,[Errno 1] Unknown host,,4401.0,-,Dalvik/1.6.0 ,GET ,HTTP/1.1,[22/Jan/2019:12:50:55+0330]
210980,0.3296465994041205,2859,89.235.88.224,708215.0,89.235.88.224,89.235.88.224,[Errno 1] Unknown host,,10593.0,-,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:12:23:03+0330]
92718,0.3295678967842914,1307,104.237.226.186,334298.0,104.237.226.186,104-237-226-186-host.colocrossing.com,['104.237.226.186'],,33422.0,https://www.google.com/,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:10:02:43+0330]
216983,0.32951713017570056,2946,188.158.88.73,113949.0,188.158.88.73,adsl-188-158-88-73.sabanet.ir,['188.158.88.73'],,4401.0,https://torob.com/p/9e6b7ff2-2bba-4f4d-923a-c53bc5ed2c87/,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:08:11:38+0330]
378366,0.32936300683295827,5143,83.123.87.230,163915.0,83.123.87.230,83.123.87.230,[Errno 1] Unknown host,,4484.0,-,Dalvik/2.1.0 ,GET ,HTTP/1.1,[22/Jan/2019:08:44:23+0330]
375593,0.3292948557877486,5104,89.199.105.165,92711.0,89.199.105.165,89.199.105.165,[Errno 1] Unknown host,,3975.0,-,Dalvik/2.1.0 ,GET ,HTTP/1.1,[22/Jan/2019:07:54:28+0330]
165760,0.32911775850355024,2237,159.89.111.10,114528.0,159.89.111.10,159.89.111.10,[Errno 1] Unknown host,,16518.0,-,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:08:12:02+0330]
33672,0.3288226031501988,493,89.199.138.247,50919.0,89.199.138.247,89.199.138.247,[Errno 1] Unknown host,,3975.0,-,Dalvik/2.1.0 ,GET ,HTTP/1.1,[22/Jan/2019:07:02:20+0330]
343439,0.32877894240429395,4644,46.51.27.61,133276.0,46.51.27.61,46.51.27.61,[Errno 1] Unknown host,,2489.0,https://torob.com/search?category_id=215&query=,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:08:25:00+0330]
400002,0.32877850704837097,5418,80.253.133.202,335491.0,80.253.133.202,int0.client.access.fanaptelecom.net,['80.253.133.202'],,3935.0,https://torob.com/p/43c7ed5c-2628-48be-b61b-144e813a3e19/,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:10:03:12+0330]
123304,0.3287079257022345,1700,86.55.4.148,489363.0,86.55.4.148,86.55.4.148,[Errno 1] Unknown host,,0.0,-,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:11:01:51+0330]
225056,0.32864353541594366,3041,83.122.253.181,844480.0,83.122.253.181,83.122.253.181,[Errno 1] Unknown host,,3331.0,https://torob.com/browse/201/,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:13:12:50+0330]
35267,0.3283948697134663,530,85.133.184.242,425821.0,85.133.184.242,85.133.184.242.pos-1-0.7tir.sepanta.net,['85.133.184.242'],,42501.0,https://www.google.com/,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:10:38:16+0330]
183319,0.3283100507290279,2463,31.59.75.60,681368.0,31.59.75.60,31-59-75-60.shatel.ir,['31.59.75.60'],,3274.0,https://torob.com/p/b3cedf0e-c6f2-4191-ae7d-19ed5e7b758a/,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:12:12:41+0330]
52679,0.3282377212361197,753,158.58.52.121,403059.0,158.58.52.121,158.58.52.121,[Errno 1] Unknown host,,3997.0,-,Dalvik/2.1.0 ,GET ,HTTP/1.1,[22/Jan/2019:10:29:13+0330]
197530,0.32809791402452415,2651,188.214.220.150,535502.0,188.214.220.150,188.214.220.150,[Errno 1] Unknown host,,19217.0,"https://www-zanbil-ir.cdn.ampproject.org/v/s/www.zanbil.ir/m/filter/b36,b8,b88,p3?amp_js_v=0.1&usqp=mq331AQECAEoAQ",Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:11:19:20+0330]
261548,0.32797141123036533,3542,192.241.189.186,256968.0,192.241.189.186,192.241.189.186,[Errno 1] Unknown host,,5514.0,https://torob.com/,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:09:30:10+0330]
225431,0.32783211887937985,3047,151.232.184.6,398495.0,151.232.184.6,151.232.184.6,[Errno 1] Unknown host,,43319.0,https://www.mobile.ir/directory/buyonline.aspx?id=276338,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:10:27:35+0330]
15306,0.3277941073578907,225,151.238.254.118,351416.0,151.238.254.118,151-238-254-118.shatel.ir,['151.238.254.118'],,16562.0,https://www.google.com/,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:10:09:56+0330]
154245,0.3277836190482078,2089,188.159.111.180,322773.0,188.159.111.180,adsl-188-159-111-180.sabanet.ir,['188.159.111.180'],,33829.0,https://www.google.com/,Mozilla/5.0 ,GET ,HTTP/1.1,[22/Jan/2019:09:57:35+0330]
434925,0.3276600073106676,5904,54.36.111.80,116748.0,54.36.111.80,ns3112195.ip-54-36-111.eu,['54.36.111.80'],,3975.0,-,torob/5 CFNetwork/811.5.4 Darwin/16.6.0,GET ,HTTP/1.1,[22/Jan/2019:08:13:39+0330]
255581,0.32755159705563425,3454,107.167.109.25,654693.0,107.167.109.25,a27-02-11.opera-mini.net,['107.167.109.25'],,0.0,https://www.google.com/search?client=ms-opera-mini&oq=,Opera/9.80 ,GET ,HTTP/1.1,[22/Jan/2019:12:03:03+0330]
